city	x	y
6997	814	895
6998	301	565
6999	489	499
7000	295	525
7001	360	97
7002	367	441
7003	282	505
7004	850	266
7005	632	410
7006	954	619
7007	993	883
7008	938	800
7009	990	276
7010	888	689
7011	166	643
7012	207	353
7013	925	474
7014	448	506
7015	289	474
7016	267	950
7017	322	990
7018	804	631
7019	775	243
7020	542	570
7021	506	161
7022	880	847
7023	922	489
7024	840	388
7025	861	732
7026	421	594
7027	305	664
7028	509	882
7029	578	992
7030	755	665
7031	48	265
7032	886	512
7033	697	596
7034	810	197
7035	533	227
7036	938	838
7037	753	380
7038	602	861
7039	57	408
7040	677	929
7041	548	583
7042	142	280
7043	311	750
7044	568	700
7045	306	408
7046	559	88
7047	545	272
7048	257	182
7049	424	790
7050	50	605
7051	764	377
7052	315	525
7053	796	308
7054	170	32
7055	985	490
7056	712	436
7057	211	557
7058	315	877
7059	171	839
7060	233	956
7061	367	809
7062	239	469
7063	884	360
7064	338	305
7065	552	97
7066	745	210
7067	476	225
7068	156	778
7069	382	503
7070	135	695
7071	249	208
7072	497	521
7073	461	309
7074	108	48
7075	810	8
7076	274	311
7077	575	151
7078	214	111
7079	682	827
7080	682	960
7081	818	917
7082	383	190
7083	786	398
7084	913	630
7085	315	318
7086	878	270
7087	79	561
7088	558	329
7089	329	339
7090	705	951
7091	370	550
7092	517	763
7093	201	629
7094	436	852
7095	809	953
7096	363	423
7097	721	90
7098	488	713
7099	406	68
7100	822	266
7101	169	162
7102	179	648
7103	380	633
7104	367	538
7105	831	992
7106	839	772
7107	660	782
7108	516	99
7109	94	986
7110	450	654
7111	893	664
7112	847	641
7113	639	539
7114	536	772
7115	809	348
7116	419	338
7117	468	905
7118	981	345
7119	133	286
7120	86	16
7121	264	828
7122	51	407
7123	863	130
7124	681	74
7125	357	649
7126	43	291
7127	542	482
7128	471	363
7129	297	490
7130	452	40
7131	553	767
7132	766	863
7133	580	266
7134	503	827
7135	61	26
7136	99	636
7137	382	505
7138	370	140
7139	469	711
7140	430	53
7141	167	779
7142	505	27
7143	264	927
7144	107	741
7145	438	856
7146	609	452
7147	262	70
7148	268	240
7149	225	123
7150	9	246
7151	418	920
7152	66	620
7153	836	818
7154	814	470
7155	485	870
7156	509	407
7157	240	150
7158	279	692
7159	618	339
7160	573	896
7161	731	337
7162	551	868
7163	486	309
7164	824	857
7165	163	897
7166	218	280
7167	763	948
7168	435	36
7169	396	977
7170	919	446
7171	671	543
7172	479	900
7173	657	556
7174	237	493
7175	91	620
7176	673	109
7177	914	781
7178	996	70
7179	281	759
7180	727	578
7181	853	460
7182	967	45
7183	186	36
7184	221	535
7185	988	792
7186	947	315
7187	263	455
7188	723	518
7189	640	274
7190	839	754
7191	684	828
7192	437	867
7193	822	59
7194	548	217
7195	456	538
7196	56	102
7197	346	677
7198	540	716
7199	45	432
7200	131	437
7201	905	308
7202	271	549
7203	533	825
7204	495	895
7205	227	845
7206	645	948
7207	632	254
7208	261	983
7209	159	654
7210	340	464
7211	237	3
7212	194	637
7213	360	875
7214	84	570
7215	991	509
7216	313	705
7217	664	216
7218	845	902
7219	995	834
7220	621	911
7221	434	761
7222	415	419
7223	29	127
7224	514	253
7225	716	917
7226	82	978
7227	308	790
7228	205	654
7229	25	6
7230	78	993
7231	157	58
7232	666	579
7233	343	190
7234	134	668
7235	29	802
7236	402	916
7237	717	306
7238	434	295
7239	338	219
7240	145	719
7241	425	455
7242	502	654
7243	819	883
7244	358	498
7245	443	271
7246	35	571
7247	988	380
7248	546	111
7249	791	622
7250	320	411
7251	589	621
7252	646	567
7253	433	454
7254	967	155
7255	94	810
7256	644	236
7257	254	700
7258	880	449
7259	236	466
7260	528	601
7261	445	33
7262	983	890
7263	33	544
7264	995	35
7265	6	794
7266	158	667
7267	752	213
7268	355	272
7269	57	673
7270	312	112
7271	780	447
7272	490	513
7273	527	713
7274	627	200
7275	408	843
7276	606	564
7277	649	208
7278	209	701
7279	732	47
7280	834	770
7281	9	221
7282	722	895
7283	704	846
7284	445	659
7285	698	102
7286	397	569
7287	531	451
7288	120	69
7289	134	48
7290	73	155
7291	519	431
7292	393	856
7293	454	745
7294	940	154
7295	111	414
7296	901	62
7297	75	981
7298	613	329
7299	491	658
7300	955	69
7301	352	59
7302	763	494
7303	993	453
7304	115	101
7305	648	571
7306	690	62
7307	648	869
7308	498	320
7309	838	799
7310	646	369
7311	976	773
7312	642	379
7313	13	818
7314	321	300
7315	192	275
7316	244	727
7317	714	676
7318	187	126
7319	197	282
7320	835	900
7321	739	759
7322	150	809
7323	439	270
7324	296	898
7325	564	462
7326	35	594
7327	721	779
7328	208	299
7329	901	233
7330	953	347
7331	39	450
7332	317	903
7333	355	611
7334	515	350
7335	418	294
7336	469	563
7337	302	223
7338	310	257
7339	643	515
7340	950	476
7341	967	918
7342	408	395
7343	783	468
7344	322	673
7345	917	898
7346	416	616
7347	678	467
7348	918	891
7349	609	311
7350	16	39
7351	959	99
7352	373	408
7353	134	650
7354	494	735
7355	826	814
7356	150	113
7357	652	784
7358	641	368
7359	439	567
7360	643	296
7361	663	133
7362	848	737
7363	306	164
7364	495	298
7365	218	320
7366	770	970
7367	43	949
7368	83	445
7369	157	880
7370	337	749
7371	890	761
7372	325	609
7373	829	826
7374	339	953
7375	351	83
7376	554	59
7377	8	835
7378	755	217
7379	554	224
7380	201	667
7381	785	343
7382	569	707
7383	273	924
7384	185	361
7385	771	205
7386	634	328
7387	355	342
7388	956	946
7389	66	44
7390	674	27
7391	316	444
7392	216	512
7393	841	286
7394	799	781
7395	83	448
7396	590	923
7397	226	245
7398	309	262
7399	454	319
7400	997	212
7401	889	825
7402	44	554
7403	891	557
7404	300	592
7405	691	168
7406	464	878
7407	978	953
7408	37	47
7409	470	364
7410	287	346
7411	114	909
7412	275	957
7413	209	799
7414	525	485
7415	340	46
7416	854	552
7417	17	967
7418	736	254
7419	12	904
7420	450	61
7421	973	947
7422	84	221
7423	135	987
7424	746	393
7425	960	621
7426	125	164
7427	311	802
7428	595	641
7429	582	77
7430	211	436
7431	423	197
7432	651	366
7433	864	669
7434	741	1000
7435	172	961
7436	735	32
7437	368	589
7438	876	505
7439	700	766
7440	969	187
7441	820	74
7442	991	32
7443	568	169
7444	906	722
7445	224	376
7446	448	333
7447	730	838
7448	904	920
7449	517	833
7450	920	752
7451	379	949
7452	414	957
7453	435	933
7454	165	562
7455	417	852
7456	115	192
7457	524	54
7458	990	803
7459	529	770
7460	776	942
7461	951	806
7462	250	527
7463	69	49
7464	672	262
7465	142	291
7466	699	282
7467	292	289
7468	112	806
7469	643	376
7470	929	436
7471	683	370
7472	962	481
7473	985	876
7474	959	874
7475	139	472
7476	338	555
7477	336	969
7478	558	179
7479	965	894
7480	557	435
7481	818	123
7482	313	870
7483	200	526
7484	579	932
7485	668	277
7486	73	294
7487	691	668
7488	875	470
7489	476	89
7490	407	96
7491	780	817
7492	56	583
7493	536	373
7494	538	54
7495	990	686
7496	929	536
7497	602	704
7498	201	927
7499	991	878
7500	346	913
7501	382	214
7502	502	627
7503	808	104
7504	238	752
7505	826	495
7506	643	103
7507	166	930
7508	50	819
7509	688	837
7510	540	297
7511	794	575
7512	592	29
7513	761	156
7514	438	226
7515	312	466
7516	539	905
7517	534	653
7518	628	618
7519	597	51
7520	564	402
7521	897	575
7522	98	294
7523	269	973
7524	629	869
7525	111	318
7526	61	625
7527	943	54
7528	365	276
7529	310	203
7530	661	542
7531	1000	274
7532	448	132
7533	939	293
7534	514	577
7535	34	92
7536	539	748
7537	864	616
7538	586	539
7539	239	843
7540	554	726
7541	705	719
7542	860	286
7543	917	821
7544	976	886
7545	617	863
7546	602	640
7547	192	25
7548	707	64
7549	871	679
7550	172	831
7551	222	593
7552	783	990
7553	861	426
7554	595	643
7555	372	840
7556	44	337
7557	38	31
7558	119	707
7559	18	166
7560	37	335
7561	704	11
7562	715	652
7563	28	19
7564	423	529
7565	316	338
7566	363	592
7567	326	47
7568	872	664
7569	791	298
7570	679	13
7571	422	27
7572	749	213
7573	212	438
7574	393	189
7575	571	145
7576	655	104
7577	47	712
7578	777	944
7579	417	611
7580	618	525
7581	134	183
7582	650	616
7583	263	526
7584	753	465
7585	935	655
7586	640	943
7587	0	395
7588	565	844
7589	694	951
7590	740	109
7591	588	566
7592	386	981
7593	381	991
7594	303	243
7595	816	761
7596	944	16
7597	399	633
7598	297	594
7599	382	475
7600	178	341
7601	651	607
7602	547	825
7603	770	7
7604	822	288
7605	902	675
7606	827	309
7607	755	977
7608	69	946
7609	248	397
7610	191	665
7611	423	383
7612	653	566
7613	758	305
7614	132	929
7615	408	296
7616	14	340
7617	983	203
7618	177	446
7619	226	824
7620	23	375
7621	706	958
7622	477	463
7623	626	66
7624	104	795
7625	732	468
7626	858	948
7627	563	323
7628	607	164
7629	767	10
7630	842	378
7631	112	275
7632	828	738
7633	903	805
7634	470	261
7635	752	736
7636	890	920
7637	968	417
7638	491	259
7639	833	419
7640	220	546
7641	378	940
7642	471	301
7643	701	660
7644	176	53
7645	765	816
7646	544	821
7647	518	473
7648	481	535
7649	776	227
7650	469	316
7651	672	383
7652	400	394
7653	151	394
7654	406	497
7655	616	553
7656	643	467
7657	121	785
7658	354	667
7659	79	225
7660	949	933
7661	509	855
7662	54	805
7663	727	376
7664	258	889
7665	79	754
7666	576	175
7667	761	775
7668	758	243
7669	111	904
7670	36	818
7671	721	402
7672	874	562
7673	519	408
7674	551	417
7675	545	247
7676	307	637
7677	603	318
7678	489	397
7679	659	643
7680	961	756
7681	522	765
7682	78	986
7683	962	460
7684	383	545
7685	940	906
7686	220	287
7687	382	281
7688	544	906
7689	889	67
7690	820	146
7691	759	60
7692	103	764
7693	687	748
7694	338	763
7695	696	232
7696	183	515
7697	833	687
7698	170	65
7699	252	588
7700	24	404
7701	480	498
7702	394	817
7703	809	703
7704	610	853
7705	472	627
7706	597	253
7707	737	388
7708	924	427
7709	971	53
7710	914	492
7711	79	350
7712	600	489
7713	282	786
7714	53	575
7715	621	974
7716	594	269
7717	744	551
7718	773	934
7719	688	855
7720	582	246
7721	644	198
7722	997	140
7723	132	805
7724	932	397
7725	59	984
7726	167	120
7727	832	807
7728	339	726
7729	209	721
7730	177	140
7731	968	681
7732	968	662
7733	155	218
7734	958	310
7735	984	393
7736	650	773
7737	862	513
7738	672	202
7739	546	714
7740	539	932
7741	378	410
7742	532	480
7743	6	691
7744	514	396
7745	339	639
7746	640	975
7747	458	861
7748	291	642
7749	461	884
7750	325	943
7751	592	379
7752	867	429
7753	996	876
7754	998	301
7755	206	824
7756	900	869
7757	717	457
7758	419	860
7759	967	279
7760	626	361
7761	969	310
7762	652	261
7763	648	240
7764	582	708
7765	705	364
7766	957	540
7767	794	824
7768	479	663
7769	165	93
7770	519	329
7771	432	870
7772	391	785
7773	837	105
7774	343	463
7775	491	227
7776	687	63
7777	467	306
7778	229	333
7779	818	473
7780	452	144
7781	645	892
7782	561	867
7783	653	86
7784	460	142
7785	472	130
7786	2	945
7787	194	80
7788	142	970
7789	610	20
7790	403	893
7791	370	39
7792	628	792
7793	188	939
7794	665	496
7795	736	940
7796	487	760
7797	338	284
7798	8	303
7799	293	558
7800	968	482
7801	652	187
7802	69	385
7803	935	332
7804	950	869
7805	480	70
7806	640	82
7807	786	481
7808	393	315
7809	78	380
7810	591	619
7811	827	345
7812	619	71
7813	633	368
7814	961	964
7815	752	499
7816	671	906
7817	768	247
7818	475	596
7819	539	154
7820	197	624
7821	340	939
7822	775	695
7823	906	316
7824	543	478
7825	993	764
7826	198	204
7827	811	858
7828	427	960
7829	85	315
7830	736	134
7831	427	839
7832	386	377
7833	287	272
7834	976	473
7835	114	587
7836	370	683
7837	620	109
7838	874	603
7839	575	923
7840	312	334
7841	779	652
7842	29	655
7843	434	423
7844	988	380
7845	612	896
7846	566	468
7847	915	493
7848	473	433
7849	555	103
7850	822	809
7851	270	21
7852	707	144
7853	133	657
7854	262	527
7855	154	800
7856	865	866
7857	346	25
7858	690	972
7859	696	821
7860	798	412
7861	440	707
7862	148	209
7863	722	744
7864	747	247
7865	406	462
7866	674	230
7867	826	420
7868	749	894
7869	893	557
7870	210	765
7871	855	609
7872	141	809
7873	880	204
7874	694	409
7875	109	228
7876	441	952
7877	302	86
7878	208	846
7879	713	863
7880	505	974
7881	705	737
7882	12	523
7883	642	341
7884	65	2
7885	406	92
7886	696	461
7887	363	256
7888	634	460
7889	777	360
7890	317	317
7891	345	743
7892	548	981
7893	832	865
7894	179	260
7895	932	478
7896	458	326
7897	61	566
7898	606	14
7899	622	829
7900	144	554
7901	443	43
7902	35	123
7903	720	352
7904	233	10
7905	171	159
7906	168	965
7907	707	344
7908	889	839
7909	86	632
7910	558	940
7911	750	834
7912	584	211
7913	649	251
7914	19	505
7915	920	398
7916	850	604
7917	981	55
7918	148	269
7919	910	558
7920	361	297
7921	371	28
7922	641	740
7923	810	411
7924	5	864
7925	391	609
7926	437	765
7927	722	885
7928	369	288
7929	658	638
7930	369	606
7931	948	764
7932	662	98
7933	459	451
7934	934	261
7935	431	779
7936	146	293
7937	979	142
7938	892	791
7939	157	344
7940	497	732
7941	809	558
7942	566	363
7943	63	232
7944	486	915
7945	554	8
7946	247	515
7947	892	514
7948	552	969
7949	179	162
7950	48	183
7951	862	565
7952	366	602
7953	74	328
7954	546	354
7955	461	154
7956	204	919
7957	295	893
7958	542	68
7959	556	132
7960	590	97
7961	683	425
7962	31	303
7963	781	515
7964	215	386
7965	141	37
7966	304	16
7967	844	448
7968	113	630
7969	852	431
7970	806	443
7971	800	886
7972	663	849
7973	574	195
7974	499	743
7975	19	763
7976	594	720
7977	936	255
7978	419	262
7979	308	396
7980	349	763
7981	553	897
7982	774	680
7983	29	961
7984	156	900
7985	896	347
7986	882	246
7987	798	229
7988	391	50
7989	555	669
7990	284	19
7991	499	70
7992	67	649
7993	860	922
7994	257	612
7995	72	162
7996	590	340
7997	702	469
7998	523	868
7999	461	972
8000	934	41
8001	7	499
8002	912	290
8003	782	161
8004	97	844
8005	64	263
8006	484	612
8007	87	372
8008	372	642
8009	121	255
8010	359	149
8011	44	465
8012	307	646
8013	584	506
8014	256	291
8015	920	687
8016	876	876
8017	695	947
8018	184	735
8019	181	616
8020	517	589
8021	706	914
8022	854	310
8023	434	83
8024	298	244
8025	299	694
8026	433	534
8027	13	353
8028	588	779
8029	77	886
8030	5	363
8031	697	508
8032	394	193
8033	307	849
8034	265	485
8035	980	790
8036	302	353
8037	903	554
8038	133	986
8039	809	899
8040	218	670
8041	829	692
8042	820	24
8043	100	93
8044	750	190
8045	887	413
8046	266	48
8047	549	898
8048	743	147
8049	816	180
8050	205	914
8051	971	739
8052	373	424
8053	129	817
8054	250	945
8055	228	518
8056	312	887
8057	155	141
8058	607	929
8059	482	441
8060	344	68
8061	813	702
8062	223	512
8063	330	526
8064	610	777
8065	613	929
8066	422	681
8067	705	754
8068	886	500
8069	432	191
8070	150	485
8071	573	29
8072	135	670
8073	368	103
8074	752	541
8075	888	66
8076	779	758
8077	572	311
8078	316	132
8079	374	747
8080	681	700
8081	411	315
8082	322	360
8083	727	171
8084	749	233
8085	136	780
8086	644	138
8087	320	594
8088	890	208
8089	528	692
8090	751	686
8091	553	372
8092	646	281
8093	888	681
8094	722	942
8095	479	472
8096	475	329
8097	466	431
8098	160	336
8099	762	629
8100	514	594
8101	958	24
8102	958	729
8103	172	296
8104	326	313
8105	63	493
8106	173	703
8107	258	275
8108	686	454
8109	104	524
8110	875	429
8111	212	652
8112	608	971
8113	56	77
8114	489	33
8115	95	323
8116	462	660
8117	437	54
8118	541	835
8119	249	280
8120	106	718
8121	924	215
8122	890	591
8123	103	964
8124	297	64
8125	184	316
8126	353	637
8127	821	188
8128	179	967
8129	910	261
8130	743	301
8131	470	149
8132	102	834
8133	398	986
8134	529	312
8135	544	515
8136	731	911
8137	197	302
8138	288	265
8139	908	369
8140	461	869
8141	394	701
8142	738	719
8143	865	132
8144	961	990
8145	762	434
8146	671	429
8147	512	277
8148	325	60
8149	802	795
8150	397	889
8151	549	253
8152	415	463
8153	629	647
8154	340	738
8155	437	659
8156	502	818
8157	626	247
8158	107	686
8159	320	172
8160	548	414
8161	525	936
8162	83	722
8163	632	546
8164	301	881
8165	7	291
8166	312	871
8167	322	569
8168	419	763
8169	728	565
8170	731	571
8171	638	183
8172	870	759
8173	313	841
8174	816	823
8175	796	102
8176	980	250
8177	791	621
8178	636	388
8179	429	49
8180	171	224
8181	753	211
8182	465	723
8183	418	610
8184	548	973
8185	912	251
8186	541	241
8187	461	791
8188	352	254
8189	193	922
8190	515	558
8191	801	726
8192	876	354
8193	259	508
8194	967	480
8195	312	326
8196	888	730
8197	501	741
8198	182	140
8199	945	49
8200	86	42
8201	984	440
8202	623	571
8203	253	474
8204	365	957
8205	683	974
8206	630	817
8207	576	179
8208	563	664
8209	220	672
8210	252	601
8211	57	569
8212	173	832
8213	157	430
8214	638	51
8215	643	211
8216	292	502
8217	21	271
8218	659	190
8219	177	322
8220	244	614
8221	185	892
8222	692	466
8223	275	262
8224	757	435
8225	428	20
8226	778	368
8227	940	87
8228	678	648
8229	252	180
8230	836	752
8231	328	460
8232	533	1
8233	955	462
8234	515	755
8235	410	486
8236	715	45
8237	196	555
8238	484	679
8239	179	387
8240	828	495
8241	887	544
8242	962	262
8243	246	775
8244	558	83
8245	608	436
8246	219	180
8247	836	725
8248	46	887
8249	85	147
8250	195	830
8251	490	589
8252	218	891
8253	912	102
8254	94	165
8255	513	603
8256	265	999
8257	763	738
8258	824	992
8259	837	700
8260	122	525
8261	36	666
8262	755	432
8263	819	26
8264	313	645
8265	472	75
8266	674	483
8267	117	326
8268	211	712
8269	382	349
8270	832	543
8271	749	454
8272	893	565
8273	56	888
8274	120	152
8275	117	718
8276	508	529
8277	454	870
8278	197	322
8279	800	371
8280	808	236
8281	556	296
8282	359	533
8283	10	609
8284	857	142
8285	163	61
8286	252	177
8287	564	317
8288	530	690
8289	379	496
8290	189	650
8291	292	619
8292	682	950
8293	760	202
8294	329	941
8295	310	701
8296	666	601
8297	986	361
8298	90	575
8299	920	505
8300	159	121
8301	571	635
8302	70	124
8303	135	216
8304	725	903
8305	449	88
8306	374	766
8307	961	801
8308	414	879
8309	529	487
8310	546	845
8311	418	138
8312	839	742
8313	532	114
8314	201	84
8315	929	156
8316	148	145
8317	649	968
8318	334	378
8319	189	973
8320	938	10
8321	340	595
8322	31	75
8323	895	861
8324	522	852
8325	514	5
8326	207	892
8327	898	489
8328	434	586
8329	517	367
8330	257	505
8331	643	900
8332	384	743
8333	130	817
8334	947	35
8335	984	760
8336	760	391
8337	690	843
8338	542	89
8339	654	224
8340	282	521
8341	227	362
8342	341	843
8343	976	400
8344	266	675
8345	84	605
8346	113	845
8347	126	851
8348	173	985
8349	950	367
8350	946	349
8351	594	320
8352	23	466
8353	265	952
8354	361	165
8355	72	992
8356	738	887
8357	741	559
8358	183	263
8359	296	603
8360	576	517
8361	405	134
8362	973	127
8363	96	868
8364	241	735
8365	637	878
8366	709	993
8367	652	441
8368	505	621
8369	891	817
8370	571	602
8371	990	798
8372	338	538
8373	698	864
8374	802	170
8375	233	926
8376	622	708
8377	23	448
8378	507	642
8379	651	883
8380	855	896
8381	431	924
8382	193	453
8383	536	864
8384	972	502
8385	111	731
8386	660	165
8387	432	716
8388	860	177
8389	277	3
8390	943	673
8391	110	830
8392	91	644
8393	535	114
8394	604	786
8395	902	181
8396	579	206
8397	134	762
8398	83	433
8399	442	103
8400	176	165
8401	145	705
8402	110	412
8403	443	639
8404	703	336
8405	859	177
8406	652	923
8407	156	212
8408	89	160
8409	891	834
8410	838	808
8411	493	27
8412	939	276
8413	839	976
8414	506	76
8415	513	249
8416	161	9
8417	802	533
8418	729	558
8419	439	713
8420	435	459
8421	924	759
8422	491	861
8423	184	774
8424	752	855
8425	113	145
8426	987	236
8427	910	688
8428	943	753
8429	264	503
8430	889	527
8431	277	109
8432	431	996
8433	508	449
8434	23	84
8435	517	969
8436	11	205
8437	581	11
8438	234	847
8439	271	399
8440	949	887
8441	382	139
8442	257	407
8443	450	902
8444	739	281
8445	504	178
8446	481	798
8447	28	387
8448	541	670
8449	842	311
8450	795	28
8451	165	73
8452	757	850
8453	647	636
8454	93	759
8455	105	847
8456	46	674
8457	65	398
8458	657	785
8459	828	930
8460	651	276
8461	730	431
8462	808	25
8463	236	309
8464	780	544
8465	571	108
8466	531	217
8467	334	559
8468	138	526
8469	548	18
8470	940	555
8471	873	257
8472	948	302
8473	760	498
8474	24	419
8475	882	517
8476	400	281
8477	687	706
8478	335	598
8479	500	997
8480	990	715
8481	222	224
8482	622	495
8483	17	197
8484	633	186
8485	912	275
8486	411	364
8487	320	653
8488	676	252
8489	440	816
8490	698	781
8491	458	640
8492	94	744
8493	505	322
8494	563	269
8495	833	119
8496	522	10
8497	628	334
8498	735	866
8499	945	854
8500	672	108
8501	868	378
8502	692	487
8503	374	313
8504	427	224
8505	319	292
8506	371	473
8507	925	614
8508	378	122
8509	732	977
8510	244	647
8511	48	473
8512	937	115
8513	755	379
8514	384	378
8515	217	880
8516	780	928
8517	309	636
8518	893	55
8519	820	187
8520	482	146
8521	881	956
8522	606	183
8523	842	553
8524	450	42
8525	384	793
8526	438	362
8527	581	600
8528	842	48
8529	896	672
8530	7	659
8531	423	38
8532	473	833
8533	824	307
8534	556	806
8535	164	787
8536	237	558
8537	217	597
8538	177	338
8539	35	915
8540	801	91
8541	774	428
8542	238	29
8543	439	338
8544	511	246
8545	484	698
8546	364	73
8547	160	83
8548	137	459
8549	613	415
8550	27	405
8551	781	696
8552	439	14
8553	971	465
8554	682	923
8555	730	562
8556	773	38
8557	100	91
8558	213	213
8559	447	360
8560	539	539
8561	486	920
8562	379	329
8563	219	867
8564	10	981
8565	3	111
8566	410	586
8567	19	542
8568	921	180
8569	574	120
8570	342	867
8571	791	295
8572	189	181
8573	64	605
8574	57	550
8575	21	874
8576	422	706
8577	428	360
8578	584	489
8579	193	79
8580	261	983
8581	87	185
8582	595	971
8583	212	91
8584	181	798
8585	330	384
8586	210	553
8587	69	625
8588	546	455
8589	176	744
8590	478	375
8591	219	177
8592	452	345
8593	70	762
8594	230	26
8595	589	670
8596	130	393
8597	238	353
8598	434	824
8599	973	606
8600	202	847
8601	982	155
8602	940	929
8603	216	913
8604	698	984
8605	37	45
8606	752	523
8607	249	373
8608	517	743
8609	142	929
8610	508	423
8611	260	529
8612	654	668
8613	340	250
8614	696	229
8615	169	451
8616	734	949
8617	878	118
8618	401	698
8619	885	526
8620	681	268
8621	842	315
8622	668	618
8623	261	258
8624	620	12
8625	39	920
8626	519	663
8627	766	515
8628	358	557
8629	741	417
8630	4	810
8631	505	995
8632	672	182
8633	914	643
8634	827	637
8635	231	222
8636	279	565
8637	559	703
8638	608	776
8639	240	56
8640	66	412
8641	184	937
8642	649	775
8643	295	293
8644	762	418
8645	680	108
8646	307	426
8647	152	623
8648	856	424
8649	842	151
8650	670	159
8651	163	31
8652	135	428
8653	804	639
8654	878	280
8655	595	639
8656	446	214
8657	942	190
8658	714	317
8659	64	213
8660	165	244
8661	148	683
8662	415	705
8663	929	502
8664	172	931
8665	63	613
8666	541	250
8667	269	809
8668	846	461
8669	110	552
8670	403	68
8671	351	480
8672	745	598
8673	802	696
8674	862	111
8675	373	816
8676	209	826
8677	545	387
8678	519	573
8679	574	415
8680	51	476
8681	307	660
8682	323	172
8683	556	709
8684	745	627
8685	13	695
8686	624	6
8687	167	128
8688	602	939
8689	941	19
8690	559	553
8691	760	67
8692	781	443
8693	284	155
8694	932	443
8695	314	457
8696	295	961
8697	585	1
8698	429	446
8699	425	9
8700	435	106
8701	586	142
8702	659	951
8703	188	103
8704	1000	601
8705	656	740
8706	29	716
8707	434	172
8708	841	461
8709	46	576
8710	183	181
8711	638	619
8712	824	780
8713	513	391
8714	704	671
8715	636	318
8716	276	953
8717	632	52
8718	882	926
8719	388	513
8720	524	503
8721	69	985
8722	96	29
8723	524	274
8724	18	768
8725	900	14
8726	605	958
8727	85	467
8728	218	851
8729	173	490
8730	444	96
8731	686	466
8732	265	904
8733	724	780
8734	14	476
8735	674	455
8736	533	193
8737	67	85
8738	632	289
8739	407	774
8740	121	57
8741	868	26
8742	764	925
8743	240	562
8744	353	653
8745	222	416
8746	927	696
8747	575	553
8748	156	620
8749	304	214
8750	886	986
8751	138	481
8752	660	823
8753	129	126
8754	209	155
8755	87	344
8756	507	579
8757	589	47
8758	446	538
8759	658	132
8760	749	73
8761	503	980
8762	480	800
8763	354	663
8764	944	996
8765	227	819
8766	588	354
8767	809	479
8768	235	445
8769	252	762
8770	961	753
8771	292	331
8772	270	964
8773	992	976
8774	501	502
8775	718	319
8776	899	353
8777	550	574
8778	98	647
8779	285	884
8780	687	921
8781	713	669
8782	329	645
8783	175	594
8784	276	580
8785	744	646
8786	587	47
8787	436	307
8788	965	474
8789	432	499
8790	246	474
8791	221	33
8792	304	713
8793	624	368
8794	315	773
8795	46	610
8796	993	478
8797	619	130
8798	840	249
8799	193	588
8800	181	117
8801	985	769
8802	250	652
8803	924	253
8804	13	973
8805	114	848
8806	465	294
8807	829	395
8808	291	337
8809	893	768
8810	588	794
8811	585	514
8812	236	904
8813	978	15
8814	856	158
8815	910	610
8816	110	185
8817	578	578
8818	985	121
8819	170	671
8820	200	686
8821	669	387
8822	551	370
8823	189	225
8824	421	304
8825	12	55
8826	368	188
8827	557	464
8828	820	332
8829	281	446
8830	969	395
8831	876	265
8832	306	982
8833	441	930
8834	110	276
8835	153	701
8836	556	304
8837	693	927
8838	215	933
8839	657	885
8840	494	427
8841	901	54
8842	365	451
8843	476	181
8844	398	262
8845	566	12
8846	489	799
8847	256	773
8848	984	828
8849	717	503
8850	941	214
8851	857	609
8852	507	23
8853	960	383
8854	761	180
8855	164	393
8856	740	832
8857	103	99
8858	951	25
8859	253	601
8860	355	522
8861	528	933
8862	110	349
8863	262	710
8864	26	712
8865	403	447
8866	384	455
8867	965	812
8868	65	870
8869	961	938
8870	477	370
8871	133	671
8872	27	634
8873	458	493
8874	693	802
8875	175	86
8876	589	875
8877	266	626
8878	331	987
8879	887	554
8880	190	803
8881	523	97
8882	427	945
8883	235	772
8884	567	180
8885	221	532
8886	927	40
8887	712	169
8888	229	961
8889	542	217
8890	940	90
8891	186	276
8892	657	702
8893	945	544
8894	574	31
8895	632	414
8896	131	10
8897	234	198
8898	89	646
8899	826	386
8900	976	760
8901	574	325
8902	635	200
8903	481	454
8904	923	175
8905	912	610
8906	475	142
8907	604	231
8908	81	312
8909	589	927
8910	103	592
8911	993	51
8912	585	622
8913	446	99
8914	500	388
8915	48	774
8916	63	979
8917	583	514
8918	105	802
8919	718	546
8920	821	128
8921	542	358
8922	518	749
8923	500	622
8924	442	144
8925	106	951
8926	851	535
8927	105	656
8928	686	701
8929	780	784
8930	635	245
8931	375	242
8932	705	833
8933	845	306
8934	660	625
8935	113	516
8936	211	542
8937	296	710
8938	716	577
8939	253	658
8940	348	348
8941	143	631
8942	850	652
8943	250	994
8944	616	777
8945	174	141
8946	684	84
8947	469	728
8948	282	706
8949	182	826
8950	529	205
8951	870	643
8952	836	76
8953	103	380
8954	406	417
8955	715	130
8956	331	421
8957	206	649
8958	392	159
8959	770	659
8960	819	68
8961	745	517
8962	117	251
8963	736	691
8964	540	930
8965	748	205
8966	801	915
8967	499	971
8968	913	900
8969	170	695
8970	364	252
8971	536	722
8972	161	750
8973	202	605
8974	750	258
8975	181	739
8976	122	568
8977	162	402
8978	673	46
8979	163	543
8980	768	777
8981	565	475
8982	159	902
8983	312	623
8984	574	292
8985	72	642
8986	595	405
8987	661	402
8988	113	866
8989	691	557
8990	528	567
8991	621	85
8992	726	854
8993	709	645
8994	172	254
